driver_id,ride_id,pickup_time,dropoff_time,trip_distance,trip_duration,status,payment_amount,rating,fraud_flag
D162,R0667,10/2/2025 14:05,10/2/2025 14:35,5.679404798,30,completed,37.67,3,0
D115,R0668,10/18/2025 20:59,10/18/2025 21:27,11.39591467,28,completed,58.88,2,0
D176,R0669,10/5/2025 16:50,10/5/2025 17:05,8.365708317,15,completed,31.87,3,0
D121,R0670,10/1/2025 21:54,10/1/2025 22:41,5.448946698,47,completed,35.28,2,0
D146,R0671,10/16/2025 9:59,10/16/2025 10:16,13.16943152,17,completed,76.18,4,0
D022,R0672,10/10/2025 5:45,10/10/2025 6:10,11.65262052,25,suspicious,55.05,1,1
D174,R0673,10/16/2025 22:28,10/16/2025 23:00,23.53764351,32,completed,95.99,4,0
D151,R0674,10/12/2025 11:00,10/12/2025 11:48,12.11475313,48,completed,76.26,2,0
D054,R0675,10/2/2025 2:30,10/2/2025 2:47,16.88725468,17,completed,102.06,4,0
D066,R0676,10/1/2025 9:23,10/1/2025 9:45,19.56790156,22,completed,75.71,5,0
D193,R0677,10/11/2025 19:48,10/11/2025 19:56,7.229834783,8,completed,28.73,5,0
D050,R0678,10/1/2025 17:29,10/1/2025 18:17,16.12095708,48,completed,76.03,3,0
D087,R0679,10/10/2025 2:22,10/10/2025 2:53,13.34082496,31,canceled,84.07,2,0
D084,R0680,10/3/2025 3:35,10/3/2025 4:15,20.50512688,40,completed,135.59,5,0
D199,R0681,10/11/2025 14:28,10/11/2025 15:02,18.95641389,34,completed,132.52,3,0
D067,R0682,10/17/2025 1:40,10/17/2025 1:58,14.70789517,18,completed,100.67,3,0
D098,R0683,10/18/2025 23:25,10/19/2025 0:18,9.650243851,53,completed,41.02,5,0
D122,R0684,10/20/2025 17:42,10/20/2025 18:22,6.568436327,40,completed,36.09,4,0
D091,R0685,10/3/2025 21:59,10/3/2025 22:16,1.934512401,17,completed,10.16,5,0
D061,R0686,10/1/2025 7:07,10/1/2025 7:34,15.08647616,27,canceled,90.92,3,0
D047,R0687,10/4/2025 23:55,10/5/2025 0:22,4.32245184,27,completed,27.98,3,0
D032,R0688,10/14/2025 10:11,10/14/2025 11:08,23.29934848,57,completed,89.62,3,0
D129,R0689,10/11/2025 2:51,10/11/2025 3:43,11.6334247,52,completed,56.36,1,0
D043,R0690,10/21/2025 1:54,10/21/2025 2:28,13.09609033,34,completed,58.27,2,0
D194,R0691,10/19/2025 22:20,10/19/2025 22:33,3.641518821,13,completed,11.72,3,0
D049,R0692,10/21/2025 23:57,10/22/2025 0:40,17.73125934,43,completed,64.27,4,0
D119,R0693,10/21/2025 10:37,10/21/2025 11:19,10.93185917,42,completed,62,5,0
D024,R0694,10/9/2025 8:27,10/9/2025 9:19,23.76986548,52,completed,73.68,3,0
D152,R0695,10/2/2025 3:59,10/2/2025 4:13,17.79134967,14,completed,121.76,3,0
D018,R0696,10/4/2025 20:53,10/4/2025 21:21,16.33677181,28,completed,87.21,1,0
D154,R0697,10/17/2025 21:49,10/17/2025 22:27,7.648300584,38,completed,41.08,3,0
D155,R0698,10/21/2025 21:24,10/21/2025 21:34,2.247744447,10,completed,7.5,4,0
D066,R0699,10/18/2025 23:17,10/18/2025 23:35,22.14335214,18,completed,85.14,5,0
D147,R0700,10/18/2025 23:19,10/19/2025 0:17,24.4284874,58,completed,151.46,1,0
D136,R0701,10/8/2025 5:00,10/8/2025 5:22,24.9337096,22,completed,136.9,1,0
D151,R0702,10/7/2025 13:16,10/7/2025 13:49,12.16022842,33,completed,52.79,5,0
D021,R0703,10/15/2025 7:20,10/15/2025 8:11,24.4082352,51,completed,164.8,3,0
D120,R0704,10/16/2025 20:09,10/16/2025 20:45,14.24505127,36,completed,52.31,3,0
D158,R0705,10/3/2025 4:15,10/3/2025 4:55,12.25857307,40,completed,44.99,5,0
D062,R0706,10/19/2025 17:36,10/19/2025 18:15,13.71715027,39,canceled,65.28,3,0
D095,R0707,10/17/2025 6:55,10/17/2025 7:27,8.185200969,32,completed,32.95,1,0
D052,R0708,10/12/2025 14:31,10/12/2025 14:46,9.488720478,15,suspicious,34.92,4,1
D052,R0709,10/9/2025 16:38,10/9/2025 17:04,9.223483517,26,completed,31.31,3,0
D105,R0710,10/17/2025 17:41,10/17/2025 18:15,14.52180075,34,completed,77.3,3,0
D191,R0711,10/14/2025 20:40,10/14/2025 21:05,1.075381745,25,completed,7.46,2,0
D016,R0712,10/7/2025 2:17,10/7/2025 3:15,2.367489448,58,completed,13.97,2,0
D107,R0713,10/6/2025 20:40,10/6/2025 21:22,17.01309609,42,completed,72.4,5,0
D079,R0714,10/15/2025 11:59,10/15/2025 12:10,24.74682714,11,completed,93.56,2,0
D106,R0715,10/1/2025 13:26,10/1/2025 13:37,12.30081655,11,completed,70.71,4,0
D079,R0716,10/15/2025 12:07,10/15/2025 12:44,9.673690698,37,completed,41.72,4,0
D096,R0717,10/8/2025 22:29,10/8/2025 23:03,10.98748882,34,completed,72.07,1,0
D173,R0718,10/10/2025 21:40,10/10/2025 22:01,5.211799057,21,completed,25.84,4,0
D031,R0719,10/12/2025 11:12,10/12/2025 11:22,24.28564827,10,completed,100,4,0
D130,R0720,10/17/2025 21:23,10/17/2025 21:28,4.967254867,5,completed,22.98,5,0
D023,R0721,10/6/2025 23:43,10/7/2025 0:40,14.83873617,57,completed,91.15,3,0
D179,R0722,10/21/2025 23:52,10/22/2025 0:06,23.53347904,14,completed,124.56,5,0
D002,R0723,10/21/2025 23:02,10/21/2025 23:29,5.202955363,27,completed,20.15,2,0
D089,R0724,10/17/2025 3:55,10/17/2025 4:19,13.52687208,24,completed,87.69,2,0
D131,R0725,10/20/2025 5:40,10/20/2025 6:34,2.28434711,54,completed,9.28,1,0
D027,R0726,10/12/2025 13:19,10/12/2025 13:38,9.429265296,19,completed,63.02,5,0
D090,R0727,10/19/2025 13:35,10/19/2025 13:45,23.67197757,10,completed,145.42,5,0
D063,R0728,10/7/2025 1:07,10/7/2025 1:58,12.2336573,51,completed,44.26,2,0
D191,R0729,10/14/2025 23:01,10/14/2025 23:20,19.25018348,19,canceled,117,5,0
D060,R0730,10/11/2025 15:56,10/11/2025 16:41,12.41650763,45,completed,69.36,3,0
D053,R0731,10/14/2025 13:05,10/14/2025 13:16,15.76309937,11,completed,55.07,4,0
D166,R0732,10/3/2025 2:56,10/3/2025 3:55,7.683297494,59,completed,27.99,3,0
D175,R0733,10/19/2025 5:04,10/19/2025 5:22,19.08961769,18,completed,92.83,5,0
D111,R0734,10/20/2025 8:47,10/20/2025 9:46,3.678231999,59,completed,13.59,1,0
D067,R0735,10/12/2025 9:41,10/12/2025 10:25,15.65849754,44,completed,82.58,1,0
D014,R0736,10/8/2025 3:40,10/8/2025 4:11,6.058754785,31,completed,40.69,2,0
D178,R0737,10/1/2025 9:11,10/1/2025 9:58,8.633189741,47,completed,28.92,1,0
D023,R0738,10/17/2025 11:43,10/17/2025 11:56,6.6262144,13,completed,45.36,3,0
D095,R0739,10/7/2025 15:41,10/7/2025 16:00,16.29027282,19,completed,69.56,2,0
D056,R0740,10/17/2025 20:42,10/17/2025 21:21,15.87078225,39,completed,69.86,1,0
D076,R0741,10/1/2025 11:07,10/1/2025 11:22,7.758785011,15,completed,40.13,4,0
D106,R0742,10/5/2025 13:46,10/5/2025 14:34,15.94454898,48,completed,69.52,3,0
D108,R0743,10/9/2025 22:17,10/9/2025 23:01,21.38882117,44,suspicious,110.45,4,1
D150,R0744,10/15/2025 9:49,10/15/2025 9:55,9.940214357,6,completed,33.49,4,0
D126,R0745,10/17/2025 8:21,10/17/2025 9:18,7.550799874,57,completed,50.23,3,0
D052,R0746,10/9/2025 1:21,10/9/2025 2:17,6.919806779,56,completed,38.68,2,0
D065,R0747,10/7/2025 15:40,10/7/2025 16:06,5.252620024,26,completed,35.54,1,0
D132,R0748,10/9/2025 20:32,10/9/2025 20:46,1.165071093,14,completed,5.41,2,0
D015,R0749,10/10/2025 19:42,10/10/2025 19:56,9.562449079,14,completed,40.12,1,0
D007,R0750,10/4/2025 13:25,10/4/2025 13:29,11.56139312,4,completed,62.61,4,0
D066,R0751,10/10/2025 9:31,10/10/2025 10:06,3.877386243,35,completed,19.28,2,0
D086,R0752,10/19/2025 5:41,10/19/2025 5:58,4.290146994,17,completed,22.89,2,0
D127,R0753,10/21/2025 18:26,10/21/2025 19:17,14.12069637,51,completed,83.76,4,0
D125,R0754,10/15/2025 10:43,10/15/2025 11:06,14.95401053,23,completed,76.15,3,0
D022,R0755,10/15/2025 17:04,10/15/2025 17:16,10.8605702,12,completed,36.18,3,0
D143,R0756,10/16/2025 19:13,10/16/2025 19:20,20.22353681,7,completed,98.2,3,0
D145,R0757,10/9/2025 5:00,10/9/2025 5:31,24.53363745,31,completed,131.98,1,0
D195,R0758,10/11/2025 5:25,10/11/2025 6:18,17.79292495,53,completed,69.25,2,0
D046,R0759,10/5/2025 11:18,10/5/2025 11:28,19.94781516,10,completed,79.49,4,0
D026,R0760,10/7/2025 8:46,10/7/2025 8:57,24.60561296,11,suspicious,116.26,2,1
D086,R0761,10/13/2025 6:00,10/13/2025 6:14,2.266366189,14,completed,8.85,1,0
D186,R0762,10/5/2025 23:57,10/6/2025 0:41,7.068594838,44,completed,42.28,3,0
D081,R0763,10/6/2025 0:05,10/6/2025 0:15,9.419658624,10,completed,40.62,2,0
D167,R0764,10/10/2025 8:56,10/10/2025 9:36,4.744859472,40,completed,31.56,3,0
D199,R0765,10/12/2025 16:15,10/12/2025 17:04,6.309728715,49,completed,39.72,3,0
D039,R0766,10/7/2025 19:40,10/7/2025 20:13,19.75613555,33,completed,60.59,5,0
D195,R0767,10/1/2025 12:46,10/1/2025 13:37,23.40998615,51,completed,73.29,5,0
D115,R0768,10/7/2025 10:21,10/7/2025 10:29,8.483251287,8,completed,46.46,4,0
D081,R0769,10/19/2025 8:21,10/19/2025 8:37,14.49253147,16,completed,67.69,3,0
D171,R0770,10/13/2025 7:47,10/13/2025 8:36,19.56573044,49,completed,109.43,4,0
D149,R0771,10/16/2025 23:29,10/17/2025 0:03,14.21592111,34,completed,88.97,5,0
D151,R0772,10/11/2025 10:58,10/11/2025 11:07,11.5162412,9,canceled,55.01,4,0
D045,R0773,10/2/2025 14:36,10/2/2025 14:52,17.2197502,16,completed,78.88,4,0
D061,R0774,10/4/2025 14:27,10/4/2025 14:45,14.35187217,18,completed,52.03,2,0
D022,R0775,10/4/2025 22:33,10/4/2025 23:20,5.036887738,47,completed,19.77,3,0
D017,R0776,10/8/2025 0:52,10/8/2025 1:33,7.296231203,41,completed,23.35,4,0
D181,R0777,10/16/2025 6:28,10/16/2025 7:12,22.99409307,44,completed,106.07,2,0
D160,R0778,10/4/2025 22:36,10/4/2025 23:28,8.555819904,52,completed,39.3,2,0
D195,R0779,10/14/2025 12:14,10/14/2025 13:01,20.78731642,47,completed,107.29,2,0
D106,R0780,10/14/2025 18:19,10/14/2025 19:05,6.691467183,46,completed,33.47,2,0
D158,R0781,10/5/2025 10:09,10/5/2025 10:51,21.26109581,42,completed,90.02,4,0
D167,R0782,10/4/2025 0:02,10/4/2025 1:00,6.164907514,58,completed,38.92,3,0
D008,R0783,10/16/2025 3:18,10/16/2025 3:24,24.48051489,6,completed,144.77,5,0
D152,R0784,10/8/2025 16:13,10/8/2025 17:11,21.57259977,58,completed,76.14,3,0
D148,R0785,10/16/2025 12:58,10/16/2025 13:42,11.90567571,44,canceled,44.82,1,0
D096,R0786,10/2/2025 12:14,10/2/2025 12:25,8.307820786,11,completed,54.4,5,0
D027,R0787,10/9/2025 19:17,10/9/2025 19:42,8.373194009,25,completed,29.49,1,0
D181,R0788,10/19/2025 0:32,10/19/2025 1:16,20.13306574,44,completed,87.82,1,0
D068,R0789,10/7/2025 0:27,10/7/2025 1:04,2.257391094,37,completed,7.47,3,0
D073,R0790,10/6/2025 9:01,10/6/2025 9:24,1.568986087,23,canceled,5.56,2,0
D160,R0791,10/20/2025 10:42,10/20/2025 11:38,11.07105719,56,completed,58.63,2,0
D010,R0792,10/5/2025 23:19,10/5/2025 23:47,21.59092218,28,completed,132.77,2,0
D188,R0793,10/5/2025 7:57,10/5/2025 8:12,15.1204533,15,completed,62.01,3,0
D062,R0794,10/13/2025 22:46,10/13/2025 22:56,14.58571951,10,completed,55.1,4,0
D006,R0795,10/1/2025 6:16,10/1/2025 7:01,11.22690971,45,completed,47.94,4,0
D066,R0796,10/12/2025 16:33,10/12/2025 16:40,20.61532749,7,completed,98.96,5,0
D149,R0797,10/18/2025 23:01,10/18/2025 23:40,16.03496847,39,completed,69.4,5,0
D165,R0798,10/17/2025 10:44,10/17/2025 11:23,21.89521316,39,completed,100.24,4,0
D192,R0799,10/3/2025 9:32,10/3/2025 10:16,4.872816601,44,completed,29.43,4,0
D129,R0800,10/4/2025 16:13,10/4/2025 16:40,14.13795617,27,completed,65.47,2,0
D068,R0801,10/12/2025 15:48,10/12/2025 16:26,2.360330372,38,completed,14.66,3,0
D093,R0802,10/3/2025 1:01,10/3/2025 1:32,16.39610755,31,completed,69.64,1,0
D007,R0803,10/10/2025 21:01,10/10/2025 21:22,6.519850095,21,completed,37.09,1,0
D104,R0804,10/7/2025 4:59,10/7/2025 5:33,4.386582257,34,completed,13.95,3,0
D043,R0805,10/20/2025 10:12,10/20/2025 10:18,9.651388123,6,suspicious,30.11,1,1
D053,R0806,10/7/2025 6:41,10/7/2025 7:02,24.72210386,21,completed,139.38,1,0
D111,R0807,10/10/2025 17:30,10/10/2025 18:03,13.16997818,33,canceled,79.97,3,0
D028,R0808,10/5/2025 9:43,10/5/2025 10:09,11.2596749,26,completed,42.86,5,0
D156,R0809,10/2/2025 18:16,10/2/2025 18:42,11.31094873,26,completed,38.44,2,0
D058,R0810,10/3/2025 2:14,10/3/2025 2:28,13.56641313,14,completed,67.41,1,0
D194,R0811,10/17/2025 7:45,10/17/2025 8:40,16.65023349,55,completed,90.08,4,0
D126,R0812,10/15/2025 10:26,10/15/2025 10:54,3.468222212,28,suspicious,19.75,5,1
D110,R0813,10/11/2025 19:36,10/11/2025 20:05,4.642609836,29,completed,28.15,2,0
D011,R0814,10/10/2025 21:47,10/10/2025 22:19,14.80862016,32,completed,89.95,5,0
D101,R0815,10/10/2025 8:15,10/10/2025 8:59,12.13760055,44,completed,68.51,2,0
D115,R0816,10/2/2025 3:00,10/2/2025 3:56,7.025922488,56,completed,44.95,3,0
D099,R0817,10/8/2025 11:21,10/8/2025 11:39,3.72257961,18,completed,20.01,4,0
D056,R0818,10/13/2025 22:25,10/13/2025 22:39,8.967316114,14,completed,29.83,2,0
D145,R0819,10/15/2025 12:19,10/15/2025 13:00,21.20837588,41,completed,120.71,4,0
D104,R0820,10/13/2025 14:33,10/13/2025 15:02,5.191532462,29,completed,35.62,5,0
D094,R0821,10/2/2025 18:12,10/2/2025 18:51,20.34349362,39,completed,90.55,5,0
D019,R0822,10/15/2025 22:33,10/15/2025 22:49,15.42188814,16,completed,71.35,4,0
D019,R0823,10/11/2025 8:21,10/11/2025 8:45,24.79488563,24,completed,173.01,1,0
D172,R0824,10/21/2025 6:35,10/21/2025 7:22,8.389273168,47,completed,44.67,5,0
D147,R0825,10/8/2025 19:40,10/8/2025 19:47,7.526909426,7,completed,40.45,4,0
D147,R0826,10/18/2025 0:30,10/18/2025 1:17,8.7647299,47,completed,38.31,4,0
D111,R0827,10/5/2025 20:38,10/5/2025 21:34,23.18210259,56,completed,99.06,3,0
D041,R0828,10/17/2025 10:15,10/17/2025 10:57,10.64865321,42,completed,36.98,1,0
D109,R0829,10/18/2025 20:40,10/18/2025 21:17,1.327216574,37,completed,4.77,5,0
D003,R0830,10/12/2025 11:16,10/12/2025 11:27,14.57787881,11,completed,75.74,2,0
D019,R0831,10/12/2025 8:00,10/12/2025 8:29,15.57124674,29,completed,76.61,4,0
D187,R0832,10/11/2025 3:26,10/11/2025 3:39,3.319476023,13,suspicious,15.86,5,1
D135,R0833,10/13/2025 17:25,10/13/2025 17:47,2.579482257,22,completed,11.04,5,0
D054,R0834,10/21/2025 15:37,10/21/2025 15:56,8.337854979,19,completed,47.77,5,0
D038,R0835,10/11/2025 7:06,10/11/2025 7:41,17.67169055,35,completed,100.14,4,0
D146,R0836,10/21/2025 8:27,10/21/2025 9:14,17.64213107,47,completed,114.52,3,0
D191,R0837,10/18/2025 10:26,10/18/2025 11:13,18.52598055,47,completed,57.48,4,0
D187,R0838,10/21/2025 1:01,10/21/2025 1:56,11.63280895,55,completed,45.42,2,0
D029,R0839,10/19/2025 1:05,10/19/2025 1:58,13.56552591,53,completed,55.77,1,0
D178,R0840,10/14/2025 13:43,10/14/2025 14:04,3.064771769,21,completed,16.37,3,0
D146,R0841,10/12/2025 6:42,10/12/2025 7:11,16.3065794,29,completed,81.41,4,0
D177,R0842,10/13/2025 11:47,10/13/2025 12:31,8.386501727,44,completed,52.33,3,0
D200,R0843,10/1/2025 12:15,10/1/2025 13:04,4.256519627,49,completed,28.22,4,0
D058,R0844,10/2/2025 13:33,10/2/2025 14:01,5.558467275,28,completed,24.65,5,0
D076,R0845,10/1/2025 15:59,10/1/2025 16:54,13.71313519,55,completed,94.63,5,0
D189,R0846,10/8/2025 10:35,10/8/2025 11:34,17.8505789,59,completed,81.82,1,0
D195,R0847,10/20/2025 16:35,10/20/2025 16:48,17.22652062,13,completed,68.97,2,0
D024,R0848,10/18/2025 12:48,10/18/2025 13:37,15.02903472,49,completed,48.82,3,0
D199,R0849,10/14/2025 6:45,10/14/2025 7:01,2.841347844,16,completed,14.2,3,0
D019,R0850,10/3/2025 0:27,10/3/2025 0:59,11.84174742,32,completed,40.98,1,0
D097,R0851,10/12/2025 23:30,10/13/2025 0:14,10.95581573,44,completed,52.24,4,0
D111,R0852,10/17/2025 1:04,10/17/2025 1:29,10.52675135,25,completed,58.9,2,0
D167,R0853,10/21/2025 14:41,10/21/2025 14:53,5.743341294,12,completed,29.3,2,0
D188,R0854,10/18/2025 18:48,10/18/2025 19:42,10.6350827,54,completed,48.57,2,0
D150,R0855,10/21/2025 10:58,10/21/2025 11:04,1.914071214,6,completed,7.39,2,0
D158,R0856,10/9/2025 18:02,10/9/2025 18:28,14.8475587,26,completed,76.02,3,0
D079,R0857,10/21/2025 10:08,10/21/2025 10:24,14.58041345,16,completed,61.02,3,0
D015,R0858,10/15/2025 18:20,10/15/2025 18:53,4.634692526,33,completed,31.32,2,0
D040,R0859,10/3/2025 19:55,10/3/2025 20:38,12.27796893,43,completed,52.3,2,0
D111,R0860,10/22/2025 5:45,10/22/2025 6:17,16.12223504,32,completed,60.95,5,0
D143,R0861,10/3/2025 2:06,10/3/2025 2:34,3.984300194,28,completed,18.23,4,0
D128,R0862,10/18/2025 7:54,10/18/2025 8:18,1.966852451,24,suspicious,10.47,5,1
D045,R0863,10/17/2025 18:20,10/17/2025 18:32,22.48156693,12,completed,123.01,1,0
D135,R0864,10/8/2025 4:14,10/8/2025 4:28,21.97299893,14,completed,115.74,5,0
D092,R0865,10/5/2025 3:26,10/5/2025 4:20,11.55653535,54,completed,37.19,3,0
D100,R0866,10/19/2025 13:07,10/19/2025 13:27,5.542807502,20,completed,36.71,4,0
D080,R0867,10/4/2025 11:55,10/4/2025 12:08,2.160705065,13,completed,8.77,2,0
D114,R0868,10/13/2025 15:37,10/13/2025 16:01,20.19480075,24,completed,111.59,1,0
D175,R0869,10/8/2025 1:02,10/8/2025 1:25,11.68927662,23,completed,75.57,4,0
D105,R0870,10/8/2025 2:06,10/8/2025 2:59,10.96299855,53,completed,33.81,5,0
D030,R0871,10/3/2025 10:04,10/3/2025 10:48,15.50462367,44,completed,60.58,2,0
D142,R0872,10/14/2025 3:14,10/14/2025 3:45,2.922537439,31,completed,10.92,4,0
D120,R0873,10/9/2025 10:21,10/9/2025 10:58,6.859878609,37,completed,44.04,5,0
D161,R0874,10/17/2025 6:07,10/17/2025 6:17,12.59906284,10,completed,45.12,4,0
D031,R0875,10/13/2025 0:20,10/13/2025 0:25,1.17601962,5,completed,5.98,3,0
D041,R0876,10/13/2025 8:00,10/13/2025 8:15,14.38896822,15,completed,87.93,2,0
D036,R0877,10/16/2025 23:20,10/16/2025 23:46,5.446644408,26,completed,17.33,3,0
D198,R0878,10/14/2025 17:03,10/14/2025 17:13,15.14115074,10,completed,102.17,1,0
D186,R0879,10/19/2025 8:53,10/19/2025 9:21,4.04666593,28,completed,16.12,1,0
D184,R0880,10/11/2025 4:38,10/11/2025 4:46,2.418539701,8,completed,7.71,5,0
D080,R0881,10/20/2025 4:41,10/20/2025 5:11,3.187375347,30,completed,11.73,4,0
D066,R0882,10/10/2025 23:03,10/10/2025 23:32,16.4036684,29,completed,76.47,4,0
D115,R0883,10/13/2025 4:37,10/13/2025 4:43,14.91085833,6,canceled,47.2,2,0
D040,R0884,10/14/2025 11:17,10/14/2025 12:07,18.48775082,50,completed,68,4,0
D093,R0885,10/14/2025 15:21,10/14/2025 16:10,5.296759299,49,completed,27.48,2,0
D180,R0886,10/12/2025 23:18,10/12/2025 23:32,8.967675314,14,completed,49.42,3,0
D012,R0887,10/5/2025 0:28,10/5/2025 1:09,21.25012106,41,completed,145.49,5,0
D131,R0888,10/10/2025 6:32,10/10/2025 7:15,6.391777543,43,completed,44.19,3,0
D019,R0889,10/20/2025 22:59,10/20/2025 23:56,9.02062514,57,completed,47.93,3,0
D169,R0890,10/19/2025 21:56,10/19/2025 22:50,13.52522388,54,completed,92.36,3,0
D035,R0891,10/13/2025 10:55,10/13/2025 11:32,4.359697041,37,completed,20.1,4,0
D125,R0892,10/17/2025 6:27,10/17/2025 6:45,24.91663141,18,completed,114.22,4,0
D004,R0893,10/4/2025 3:40,10/4/2025 4:04,18.52416288,24,completed,65.03,1,0
D144,R0894,10/13/2025 1:30,10/13/2025 1:55,5.99956936,25,completed,29.61,5,0
D048,R0895,10/15/2025 1:58,10/15/2025 2:23,15.25073517,25,completed,74.53,3,0
D110,R0896,10/3/2025 10:39,10/3/2025 10:59,14.68688653,20,completed,45.54,2,0
D082,R0897,10/14/2025 6:51,10/14/2025 7:41,12.35266008,50,completed,53.39,5,0
D020,R0898,10/3/2025 1:00,10/3/2025 1:33,14.61738266,33,completed,79.52,5,0
D135,R0899,10/11/2025 6:36,10/11/2025 6:58,11.57293984,22,completed,37.54,4,0
D011,R0900,10/21/2025 4:49,10/21/2025 5:16,13.32898853,27,completed,66.44,1,0
D037,R0901,10/16/2025 20:04,10/16/2025 20:12,6.821878386,8,completed,23.32,3,0
D185,R0902,10/13/2025 11:52,10/13/2025 12:29,5.185822411,37,completed,28.54,1,0
D065,R0903,10/13/2025 8:42,10/13/2025 9:08,9.679530276,26,completed,36.64,5,0
D087,R0904,10/15/2025 2:17,10/15/2025 3:02,12.868507,45,completed,69.33,3,0
D161,R0905,10/15/2025 20:07,10/15/2025 20:34,20.40147718,27,completed,82.07,2,0
D022,R0906,10/13/2025 22:15,10/13/2025 22:51,5.338843613,36,completed,21.29,2,0
D147,R0907,10/6/2025 16:13,10/6/2025 17:00,11.46388433,47,completed,37.48,1,0
D182,R0908,10/11/2025 9:42,10/11/2025 10:23,2.957798215,41,completed,15,4,0
D005,R0909,10/19/2025 13:15,10/19/2025 13:41,14.89546352,26,completed,80.72,4,0
D123,R0910,10/8/2025 19:00,10/8/2025 19:11,16.58509169,11,completed,111.63,3,0
D077,R0911,10/3/2025 13:32,10/3/2025 13:39,14.37771914,7,completed,81.26,2,0
D060,R0912,10/4/2025 17:53,10/4/2025 17:59,20.58589702,6,completed,78.92,1,0
D121,R0913,10/9/2025 21:58,10/9/2025 22:48,22.11405766,50,completed,145.72,5,0
D065,R0914,10/9/2025 10:12,10/9/2025 10:51,1.022306005,39,completed,3.92,5,0
D088,R0915,10/18/2025 8:48,10/18/2025 9:46,6.737593218,58,completed,28.64,4,0
D144,R0916,10/19/2025 14:31,10/19/2025 15:13,6.032566658,42,completed,40.65,2,0
D193,R0917,10/13/2025 3:18,10/13/2025 4:15,19.76538191,57,completed,135.64,4,0
D010,R0918,10/6/2025 7:37,10/6/2025 8:24,2.307185137,47,suspicious,10.87,4,1
D162,R0919,10/21/2025 13:45,10/21/2025 14:22,13.1069426,37,completed,55.74,5,0
D066,R0920,10/1/2025 20:53,10/1/2025 21:14,6.573392582,21,completed,40.32,1,0
D085,R0921,10/2/2025 7:15,10/2/2025 7:42,9.885572456,27,completed,63.11,1,0
D028,R0922,10/17/2025 23:10,10/17/2025 23:48,16.78518753,38,completed,103.26,3,0
D047,R0923,10/12/2025 6:19,10/12/2025 6:49,6.964955702,30,completed,36.1,5,0
D141,R0924,10/12/2025 6:41,10/12/2025 7:10,21.60875491,29,completed,77.51,2,0
D184,R0925,10/14/2025 20:21,10/14/2025 20:52,23.68057755,31,completed,118.46,3,0
D010,R0926,10/6/2025 3:17,10/6/2025 4:10,13.25368981,53,completed,82.3,5,0
D007,R0927,10/13/2025 2:31,10/13/2025 2:59,4.295200785,28,completed,24.26,3,0
D099,R0928,10/14/2025 20:07,10/14/2025 20:29,20.48670963,22,completed,131.81,1,0
D088,R0929,10/12/2025 18:14,10/12/2025 18:45,24.67751474,31,completed,137.88,3,0
D076,R0930,10/5/2025 16:20,10/5/2025 17:16,21.95303553,56,completed,128.86,3,0
D120,R0931,10/15/2025 14:11,10/15/2025 14:20,6.225100311,9,completed,39.11,2,0
D147,R0932,10/20/2025 3:18,10/20/2025 4:10,14.17383116,52,completed,71.5,1,0
D127,R0933,10/8/2025 0:55,10/8/2025 1:02,12.06156012,7,completed,70.41,3,0
D133,R0934,10/9/2025 5:56,10/9/2025 6:46,21.13249269,50,completed,75.4,4,0
D095,R0935,10/5/2025 9:29,10/5/2025 9:54,18.40891841,25,completed,120.5,3,0
D107,R0936,10/8/2025 12:46,10/8/2025 13:24,17.29990164,38,completed,69.12,5,0
D158,R0937,10/16/2025 12:31,10/16/2025 12:57,8.158538902,26,completed,29.02,4,0
D133,R0938,10/7/2025 7:37,10/7/2025 7:40,14.06217609,3,suspicious,62.28,1,1
D113,R0939,10/5/2025 3:16,10/5/2025 3:25,5.019033868,9,completed,17.5,1,0
D144,R0940,10/12/2025 3:46,10/12/2025 3:56,4.320918273,10,completed,14.23,1,0
D175,R0941,10/4/2025 7:55,10/4/2025 8:26,15.28879288,31,completed,93.88,3,0
D045,R0942,10/14/2025 11:45,10/14/2025 12:37,22.4813585,52,completed,79.8,2,0
D183,R0943,10/13/2025 1:00,10/13/2025 1:06,2.105513528,6,completed,12.6,1,0
D074,R0944,10/17/2025 15:40,10/17/2025 15:47,24.89762685,7,completed,109.05,1,0
D020,R0945,10/6/2025 0:12,10/6/2025 0:23,14.69827554,11,completed,50.29,3,0
D143,R0946,10/17/2025 19:09,10/17/2025 19:33,22.96003691,24,completed,138.02,3,0
D144,R0947,10/19/2025 23:10,10/19/2025 23:30,2.622513987,20,completed,12.38,4,0
D032,R0948,10/17/2025 19:14,10/17/2025 19:34,13.2974277,20,completed,72.94,4,0
D087,R0949,10/21/2025 7:39,10/21/2025 8:36,6.627987464,57,completed,22.75,2,0
D183,R0950,10/4/2025 10:07,10/4/2025 10:51,2.291932598,44,completed,10.47,2,0
D125,R0951,10/1/2025 9:48,10/1/2025 10:39,11.8528595,51,completed,74.2,1,0
D020,R0952,10/9/2025 4:45,10/9/2025 5:10,21.67469646,25,completed,132.48,2,0
D091,R0953,10/5/2025 16:31,10/5/2025 16:40,1.904745398,9,completed,10,2,0
D029,R0954,10/2/2025 22:10,10/2/2025 23:04,24.81125535,54,completed,127.5,1,0
D169,R0955,10/6/2025 10:25,10/6/2025 10:39,1.167574285,14,completed,7.33,4,0
D068,R0956,10/12/2025 9:33,10/12/2025 9:36,1.014350532,3,completed,3.99,3,0
